code	name_ar	name_fr	name_en	wilaya_code
3410	سيدي أمبارك	SIDI-EMBAREK	SIDI-EMBAREK	34
924	عين الرمانة	AIN ROMANA	AIN ROMANA	9
1607	القصبة	CASBAH	CASBAH	16
1551	تيزي نثلاثة	TIZI N'TLETA	TIZI N'TLETA	15
1735	عين فقه	AIN FEKKA	AIN FEKKA	17
649	تيزي نبربر	TIZI-N'BERBER	TIZI-N'BERBER	6
3922	المرارة	M'RARA	M'RARA	39
1817	جيملة	DJIMLA	DJIMLA	18
3424	تفرق	Tefreg	Tefreg	34
4307	وادي سقان	OUED SEGUEN	OUED SEGUEN	43
2128	أم الطوب	OUM TOUB	OUM TOUB	21
1654	العاشور	EL ACHOUR	EL ACHOUR	16
4713	المنصورة	MANSOURA	MANSOURA	47
3121	حاسي مفسوخ	HASSI MEFSOUKH	HASSI MEFSOUKH	31
4607	أغلال	AGHLAL	AGHLAL	46
511	إينوغيسن	INOUGHISSEN	INOUGHISSEN	5
1559	سيدي نعمان	SIDI NAMANE	SIDI NAMANE	15
1350	شتوان	CHETOUANE	CHETOUANE	13
2940	القرط	EL KEURT	EL KEURT	29
520	أولاد سلام	OULED SELLEM	OULED SELLEM	5
648	بوخليفة	BOUKHELIFA	BOUKHELIFA	6
3617	عصفور	ASFOUR	ASFOUR	36
1014	معلة	MAALA	MAALA	10
4804	سيدي سعادة	SIDI SAADA	SIDI SAADA	48
2636	العزيزية	EL AZIZIA	EL AZIZIA	26
2242	بلعربي	BELARBI	BELARBI	22
2821	أولاد سيدي ابراهيم	OULED SIDI BRAHIM	OULED SIDI BRAHIM	28
4424	سيدي الأخضر	SIDI-LAKHDAR	SIDI-LAKHDAR	44
1106	تاظروك	TAZROUK	TAZROUK	11
3010	سيدي سليمان	SIDI SLIMANE	SIDI SLIMANE	30
2306	واد العنب	OUED EL ANEB	OUED EL ANEB	23
1901	سطيف	SETIF	SETIF	19
1517	إفــرحــونان	IFERHOUNENE	IFERHOUNENE	15
3817	المعاصم	MAACEM	MAACEM	38
4208	حجوط	HADJOUT	HADJOUT	42
4113	أولاد مومن	OULED MOUMEN	OULED MOUMEN	41
3020	العالية	EL ALIA	EL ALIA	30
2303	الحجار	EL HADJAR	EL HADJAR	23
1956	قلتة زرقاء	GUELTA ZERKA	GUELTA ZERKA	19
2216	مكدرة	MAKEDRA	MAKEDRA	22
403	عين مليلة	AIN M'LILA	AIN M'LILA	4
4615	سيدي بومدين	SIDI BOUMEDIENE	SIDI BOUMEDIENE	46
4316	تسالة لمطاعي	TASSALA LEMATAI	TASSALA LEMATAI	43
3106	أرزيو	ARZEW	ARZEW	31
2842	امجدل	MEDJEDEL	MEDJEDEL	28
1605	باب الوادي	BAB EL OUED	BAB EL OUED	16
908	الشفة	CHIFFA	CHIFFA	9
4509	عين بن خليل	AIN BEN KHELIL	AIN BEN KHELIL	45
1724	أم العظام	OUM LAADHAM	OUM LAADHAM	17
2703	فرناقة	FORNAKA	FORNAKA	27
1712	سيدي بايزيد	SIDI BAIZID	SIDI BAIZID	17
3902	الرباح	ROBBAH	ROBBAH	39
4119	ويلان	OUILLEN	OUILLEN	41
2904	حسين	HACINE	HACINE	29
2825	أولاد سليمان	OULED SLIMANE	OULED SLIMANE	28
1560	إبودرارن	IBOUDRARENE	IBOUDRARENE	15
2725	أولاد بوغالم	OULED BOUGHALEM	OULED BOUGHALEM	27
4824	عين الرحمة	AIN RAHMA	AIN RAHMA	48
2214	سيدي لحسن	SIDI LAHCENE	SIDI LAHCENE	22
710	الشعيبة	CHAIBA	CHAIBA	7
3403	برج زمورة	Bordj Zemmoura	Bordj Zemmoura	34
2903	تيزي	TIZI	TIZI	29
4303	شلغوم العيد	CHELGHOUM LAID	CHELGHOUM LAID	43
4204	دواودة	DOUAOUDA	DOUAOUDA	42
3508	جنات	DJINET	DJINET	35
1922	بني ورتيلان	BENI OURTILANE	BENI OURTILANE	19
1913	عين لقراج	AIN-LEGRADJ	AIN-LEGRADJ	19
2101	سكيكدة	SKIKDA	SKIKDA	21
719	الوطاية	EL OUTAYA	EL OUTAYA	7
4001	خنشلة	KHENCHELA	KHENCHELA	40
2906	تيغنيف	TIGHENNIF	TIGHENNIF	29
1645	السحاولة	SEHAOULA	SEHAOULA	16
2015	تيرسين	TIRCINE	TIRCINE	20
4021	شلية	CHELIA	CHELIA	40
3801	تيسمسيلت	TISSEMSILT	TISSEMSILT	38
2302	برحال	BERRAHAL	BERRAHAL	23
4501	النعامة	NAAMA	NAAMA	45
1804	زيامة منصورية	ZIAMA MANSOURIAH	ZIAMA MANSOURIAH	18
1201	تبسة	TEBESSA	TEBESSA	12
1942	تالة إيفاسن	TALA-IFACENE	TALA-IFACENE	19
3822	بني لحسن	BENI LAHCENE	BENI LAHCENE	38
3512	تيجلابين	TIDJELABINE	TIDJELABINE	35
1615	وادي السمار	OUED SMAR	OUED SMAR	16
4835	بن داود	BENDAOUD	BENDAOUD	48
2432	عين رقادة	AIN REGADA	AIN REGADA	24
816	موغل	MOGHEUL	MOGHEUL	8
4834	حد الشكالة	HAD ECHKALLA	HAD ECHKALLA	48
2009	سيدي بوبكر	SIDI BOUBEKEUR	SIDI BOUBEKEUR	20
1720	حد الصحاري	HAD SAHARY	HAD SAHARY	17
3909	الحمراية	HAMRAIA	HAMRAIA	39
107	قصر قدور	KSAR KADDOUR	KSAR KADDOUR	1
705	أولاد جلال	OULED DJELLAL	OULED DJELLAL	7
1715	دويس	DOUIS	DOUIS	17
811	إقلي	IGLI	IGLI	8
2802	المعاضيد	MAADID	MAADID	28
4004	بغاي	BAGHAI	BAGHAI	40
1346	أولاد رياح	OULED RIYAH	OULED RIYAH	13
1017	شرفة	CHORFA	CHORFA	10
2207	بوخنفيس	BOUKHANEFIS	BOUKHANEFIS	22
3418	أولاد دحمان	OULED DAHMANE	OULED DAHMANE	34
1437	تخمرت	TAKHEMARET	TAKHEMARET	14
3114	بوفاتيس	BOUFATIS	BOUFATIS	31
2843	سليم	SLIM	SLIM	28
4328	زغاية	ZEGHAIA	ZEGHAIA	43
1927	عموشة	AMOUCHA	AMOUCHA	19
1632	بني مسوس	BENI MESSOUS	BENI MESSOUS	16
1554	إفليـــسن	IFLISSEN	IFLISSEN	15
234	بريرة	BREIRA	BREIRA	2
1227	المزرعة	EL MEZERAA	EL MEZERAA	12
3120	بن فريحة	BEN FREHA	BEN FREHA	31
650	بني معوش	BENIMAOUCHE	BENIMAOUCHE	6
3506	سيدي داود	SIDI DAOUD	SIDI DAOUD	35
3112	طفراوي	TAFRAOUI	TAFRAOUI	31
810	القنادسة	KENADSA	KENADSA	8
220	الزبوجة	ZEBOUDJA	ZEBOUDJA	2
2925	عين أفرص	AIN FRASS	AIN FRASS	29
2838	سيدي امحمد	SIDI M'HAMED	SIDI M'HAMED	28
1401	تيارت	TIARET	TIARET	14
1655	سويدانية	SOUIDANIA	SOUIDANIA	16
3520	تاورقة	TAOURGA	TAOURGA	35
105	إن زغمير	IN ZGHMIR	IN ZGHMIR	1
1353	عين الكبيرة	AIN KEBIRA	AIN KEBIRA	13
4701	غرداية	GHARDAIA	GHARDAIA	47
1331	عين فتاح	AIN FETAH	AIN FETAH	13
1719	سيدي لعجال	SIDI LAADJEL	SIDI LAADJEL	17
2221	طابية	TABIA	TABIA	22
4414	عين الاشياخ	AIN-LECHIAKH	AIN-LECHIAKH	44
3525	بني عمران	BENI AMRANE	BENI AMRANE	35
550	تيمقاد	TIMGAD	TIMGAD	5
3923	سيدي خليل	SIDI KHELIL	SIDI KHELIL	39
602	أميزور	AMIZOUR	AMIZOUR	6
